split,class,filename,filepath,file_size_kb,hash
train,apple,Image_35.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_35.png,222.23,4a948b2726c11bb185b7e5a0e1665a00
train,apple,Image_36.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_36.jpg,77.08,ea9b7a916b6776904a68d1e9f42749f2
train,apple,Image_37.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_37.jpg,42.83,86eaa94068cb1bad77861385ab9e0b1a
train,apple,Image_38.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_38.jpg,56.65,5211e28689a1dc0d0c7b051578b4898b
train,apple,Image_39.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_39.jpg,1755.31,189cce13180952787661b8db7d09a351
train,apple,Image_40.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_40.jpg,639.39,bee3a324c2fb848326c555a510eb0383
train,apple,Image_41.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_41.jpg,155.51,7d7128536c4b287e1be94e109bc3f345
train,apple,Image_42.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_42.jpg,1414.76,40f3f017db0fc0cd44c8c4ec85adcd85
train,apple,Image_43.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_43.jpg,320.02,0d4cac842c402b9a8f207f5bd1122d38
train,apple,Image_44.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_44.jpg,72.93,88cf9f7308eaf1c01ffe0cdc6caa84eb
train,apple,Image_45.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_45.jpg,94.58,19edc9d3a44445cca5ca9bb5328eb883
train,apple,Image_47.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_47.jpg,103.81,275abedb91ff0a1a4d9d1644765c4732
train,apple,Image_48.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_48.jpg,174.12,ce690f783f48ba6024b9ce2bd0706554
train,apple,Image_49.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_49.jpg,55.75,7e3ba0ed06e9e368f78b7843960a4cfe
train,apple,Image_5.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_5.JPG,155.14,fce5895e1376ea8402c256eecedc103f
train,apple,Image_50.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_50.jpg,3716.19,40c0f1b30e52f939325975121c2538c4
train,apple,Image_51.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_51.jpg,920.82,68d60a7d1c13a7ded3bdf3dd1bb2ddd4
train,apple,Image_52.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_52.jpg,271.83,6071e154f36247f9b1bc26a990fb4fce
train,apple,Image_53.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_53.png,1526.04,5cf9e3c42df3de45ea1149599235bfa8
train,apple,Image_54.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_54.jpg,105.1,513a849620590062f2e6657f0b6a2cdb
train,apple,Image_55.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_55.jpg,838.71,21508719f5562dca6637ef7e952dd00a
train,apple,Image_56.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_56.jpg,10.33,028494b4507d0e34bd45b61d419909e5
train,apple,Image_57.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_57.jpg,702.93,2a59412bb425ef3bcc52d1474d314f2f
train,apple,Image_58.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_58.jpg,181.56,b6e50acfa3fa0a05e5856c1df1b29023
train,apple,Image_59.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_59.png,696.04,8d4c5420a4e31f20aca0b9684539ddf1
train,apple,Image_6.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_6.jpg,710.95,60569a8e86c02032d90fc4ce23a6b6c5
train,apple,Image_60.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_60.jpg,3777.99,e0e6aedab6c1d1272d14084a489f0fad
train,apple,Image_61.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_61.jpg,117.8,923cfa82da38d6dc713d8cbe4550a7d4
train,apple,Image_62.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_62.jpg,2038.01,9ff0904c745b78d643fdb3ffcd56b437
train,apple,Image_63.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_63.jpg,63.94,61e04fab368d45d067567e8bae79060d
train,apple,Image_64.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_64.jpg,20.84,4a676b98b5b688da77e8b21225a5d982
train,apple,Image_65.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_65.png,56.23,c078f77e0a28f20a0e14af0a6dc75d7a
train,apple,Image_67.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_67.jpg,35.06,e3e7d9d0912afc893ac1e5be74b70c24
train,apple,Image_68.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_68.jpg,106.06,0ca719e1531d2e04d6c465144781feac
train,apple,Image_69.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_69.jpg,2521.52,22e9817e544765fd78640aba2a5f8adf
train,apple,Image_7.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_7.jpg,174.71,fac8266b9e1de84ce084fe045be34028
train,apple,Image_71.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_71.png,3527.29,8a2be31a66044979c624be16b13ea0a5
train,apple,Image_76.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_76.png,167.87,e5cafafe3b3c65d0477b5a8670db91fd
train,apple,Image_78.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_78.jpg,1491.67,7bd25226383412a95e9a37d57053553b
train,apple,Image_80.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_80.jpg,138.8,5a4d30f7c3289bf93fe535e62ee05b3c
train,apple,Image_81.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_81.png,1548.5,9bc20a3a033a61c5b582078180a162b7
train,apple,Image_82.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_82.jpg,43.69,bf0e3f4e0d594d00d17262d193775a73
train,apple,Image_83.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_83.png,48.95,74e7a66a028f28eb9ced8321b8b13394
train,apple,Image_86.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_86.jpg,495.71,115f1198c2046e8986d38099f04766e5
train,apple,Image_87.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_87.jpg,603.99,1ca078e168581dd259a6a431fd89ec85
train,apple,Image_9.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_9.jpg,585.97,24a6fdcb7ddc58530dd513a0191fdf97
train,apple,Image_90.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_90.jpg,26.92,df2f56ebec09744801430e5309cc8c80
train,apple,Image_92.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_92.png,1343.85,e00922409de1cc1ed8840556363fe6ac
train,banana,Image_1.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_1.jpg,59.87,589c6beca423dbc5f47de0a7cb605e7f
train,banana,Image_100.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_100.jpg,147.37,b5995bcfc854137668f9da06aca879c5
train,banana,Image_11.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_11.png,20.83,66265d7c473b547de06761b8f58290d7
train,banana,Image_13.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_13.jpg,58.75,84268c34b4de7883efff5b7948de6220
train,banana,Image_14.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_14.jpg,154.82,7a2488e45143469d3d3cb9d813c30a5c
train,banana,Image_15.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_15.jpg,21.49,76352e470363fd214ba07bcd053c9bd9
train,banana,Image_16.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_16.jpg,82.9,17dc570ca9c1158e07225cb276f64b75
train,banana,Image_21.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_21.JPG,185.21,e31571cf3d9dcac71be99dfbc8030890
train,banana,Image_23.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_23.jpg,283.18,3c4423bc64b8d55dca47caf916ec74cf
train,banana,Image_24.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_24.jpg,30.81,83c331e78f86fce00a6da9bdac89016d
train,banana,Image_25.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_25.jpg,35.55,31958f5c1d0d93eaf81ae759da2b9173
train,banana,Image_27.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_27.jpg,305.04,4eb3ba6e5810e83896fa9ca1e56f905b
train,banana,Image_28.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_28.jpg,21.92,a4dcd5546a0f737c009db6758b2e85e2
train,banana,Image_3.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_3.jpg,64.94,ac7d96bd00e4df398b0fe65a2c945d24
train,banana,Image_31.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_31.jpg,385.22,4cacabeeb13321ce06d9a89fdc75df37
train,banana,Image_32.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_32.jpg,1471.12,0456b9d69ef2eab4fb1e56595d7f2f18
train,banana,Image_37.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_37.jpg,224.96,60354784881c11ad41b91c4b30bfbffb
train,banana,Image_4.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_4.jpg,220.54,474d2b203a4588ef3be16cf45808066c
train,banana,Image_40.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_40.jpg,452.33,27bd77b7a2a0a4c6ba8f97576fd0225d
train,banana,Image_41.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_41.jpg,45.71,c025ed845ab1eeb4cbe03d05fa1dbd99
train,banana,Image_42.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_42.jpg,77.46,c32143148efc0811535badd418920e35
train,banana,Image_43.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_43.png,91.19,0ead58e39a354fd15f0eb5a6cac791d3
train,banana,Image_44.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_44.jpg,334.14,87d508e5cacaada40242dc733617a5e6
train,banana,Image_45.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_45.jpg,440.61,e977c2778eb2b5bbc223595ef4ed8f63
train,banana,Image_46.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_46.jpg,108.89,1491de68187ac2658b6386fbb00494fc
train,banana,Image_47.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_47.jpg,931.79,1cbce7ca8b2fe051d066f3c348b6c7b5
train,banana,Image_48.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_48.png,904.28,b68ce613e38948927ff9f3fadba634b7
train,banana,Image_49.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_49.jpg,175.74,2e5699dc7bfd5031e2a598583ea22043
train,banana,Image_5.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_5.jpg,48.3,a12947c18f587f9e6bf9d629e7400466
train,banana,Image_50.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_50.jpg,223.92,ec5c0de7675cc8f6dd18225be835696d
train,banana,Image_51.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_51.jpeg,48.28,44f4ed055e0716376bbc7e7e94393dbb
train,banana,Image_52.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_52.jpg,50.82,f20ee534f6ab83d43b9a6704eaa06d24
train,banana,Image_53.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_53.png,80.87,3c933200b27dfe0475b9597dcc9611e6
train,banana,Image_54.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_54.jpg,20.08,dd62442b0aba244a111436408ab9e216
train,banana,Image_55.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_55.jpg,13.61,a39ee80f375a87f703aa4c3d689b3ef9
train,banana,Image_56.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_56.jpg,1085.36,20014a6269fb041cf4a602122c32eb5d
train,banana,Image_57.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_57.jpg,37.28,85be769acb199f0df6333ef140911daa
train,banana,Image_58.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_58.png,205.26,39daae515fadfb60282bda66b89c9f84
train,banana,Image_59.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_59.jpg,192.51,9581e4b8a30e6c1020569e550cc15f7a
train,banana,Image_6.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_6.jpg,67.15,783f74323f64aae38c200769fe659ed4
train,banana,Image_61.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_61.png,27.85,09648a08b631caf0a1fd8d1c83d66d77
train,banana,Image_62.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_62.jpg,22.98,fee277f6042d351d931d30fc90d85fd1
train,banana,Image_63.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_63.jpg,16.62,1cd7adb473c6d1d86b04a02a12de4bc5
train,banana,Image_64.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_64.jpg,142.11,29203d5537b0c5d0a713f00f0723f144
train,banana,Image_65.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_65.png,4101.71,0f3cc1b69f7046e6355687263aead9ee
train,banana,Image_66.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_66.jpg,158.77,79716aafa4728dcbbc18d31b8f91a3b0
train,banana,Image_67.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_67.jpg,259.67,d830262913335961eddb97dbdc22cbcc
train,banana,Image_68.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_68.jpg,856.44,861d47ce86ac1e5860effc053db6e011
train,banana,Image_69.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_69.jpg,29.3,fc879820ada147860f4df1b747a53ab4
train,banana,Image_71.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_71.jpg,82.54,cbe232e17b3c374b85ea0a001b633dce
train,banana,Image_72.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_72.jpg,43.05,276b87eb71527321fe40c2c449425e0e
train,banana,Image_73.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_73.jpg,42.36,2ba3b1e0cd153887bf66f14d93e218ef
train,banana,Image_75.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_75.jpg,12.14,9fa6ae8938504234985d9d8d461ec511
train,banana,Image_76.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_76.jpg,160.81,7ed2a782aaf8bb59b79552e2cd5752f7
train,banana,Image_77.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_77.jpg,9.23,a45ecc9f4bbf1b619bb261b6b73c16cb
train,banana,Image_79.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_79.jpg,703.26,f7f26cc14d15b9795afbbee5319133b7
train,banana,Image_8.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_8.jpg,149.21,c5dec3137131153810431a5b52ae7f06
train,banana,Image_80.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_80.png,119.46,7b262ff8f7c94876d38866128e273ce0
train,banana,Image_81.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_81.jpeg,22.35,56e8568d1d9e1bd1e4e844d5e56ec632
train,banana,Image_82.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_82.jpg,57.08,eef92c85db81f012e5f69baf07da680a
train,banana,Image_83.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_83.png,147.0,4cdc710337478b776eaa59f2c87ee9ca
train,banana,Image_84.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_84.jpg,203.67,319db1559c4f3399b507d09043bd2135
train,banana,Image_85.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_85.jpg,29.27,5d8cc876736a8be25e9c6f4e86f23cc3
train,banana,Image_86.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_86.jpg,49.85,f36770a4261c00fe9b3fbda6c16e85c7
train,banana,Image_88.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_88.png,4877.83,ebdd728720086ff230294b9744aec986
train,banana,Image_89.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_89.jpg,7986.09,b0dc623ea512d1da365eb5b945879cfd
train,banana,Image_9.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_9.jpg,86.75,6c82e85d50e2bccd73273e1850cb6f39
train,banana,Image_90.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_90.jpg,119.56,8bfdd190ca3b8f132cd3743e7eb1c868
train,banana,Image_91.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_91.jpg,8574.86,6b1ddcafdbadb9266fc175f49fa1f4a7
train,banana,Image_92.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_92.jpg,1647.35,3cd67dcc3360df4a3fa5c7f13b444743
train,banana,Image_93.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_93.jpg,59.87,589c6beca423dbc5f47de0a7cb605e7f
train,banana,Image_95.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_95.jpg,64.94,ac7d96bd00e4df398b0fe65a2c945d24
train,banana,Image_96.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_96.jpg,220.54,474d2b203a4588ef3be16cf45808066c
train,banana,Image_97.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_97.jpg,48.3,a12947c18f587f9e6bf9d629e7400466
train,banana,Image_98.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_98.jpg,67.15,783f74323f64aae38c200769fe659ed4
train,beetroot,Image_1.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_1.jpg,1141.21,48c12ef3f9afb0189f52acbf73c3a439
train,beetroot,Image_10.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_10.jpg,436.11,ce0b7dd3ebd94684293757b88b707eb1
train,beetroot,Image_100.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_100.jpg,436.11,ce0b7dd3ebd94684293757b88b707eb1
train,beetroot,Image_11.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_11.jpg,160.08,104738ff18ba9ed6638082c26dbd2c4a
train,beetroot,Image_12.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_12.jpg,898.64,62588c9ab659175ff81392333d6a9456
train,beetroot,Image_13.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_13.jpg,127.04,b18d6077e126b8f02d9689a58379ebfc
train,beetroot,Image_14.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\beetroot\Image_14.jpg,467.3,07f44d7b7de4c97ba344f166c01d7ccd
