split,class,filename,filepath,file_size_kb,width,height,aspect_ratio,channels,format,r_mean,g_mean,b_mean,h_mean,s_mean,v_mean,is_corrupt
train,apple,Image_24.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_24.jpg,70.0146484375,1200,800,1.5,3,JPEG,234.02,221.95,207.99,81.02,39.55,236.46,False
train,apple,Image_25.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_25.jpg,123.6572265625,1275,1650,0.7727,3,JPEG,227.06,213.12,212.47,27.33,37.87,227.85,False
train,apple,Image_26.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_26.jpg,83.14453125,1280,720,1.7778,3,JPEG,188.32,98.27,68.8,13.68,148.7,189.36,False
train,apple,Image_27.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_27.jpg,47.3076171875,1280,720,1.7778,3,JPEG,134.87,120.74,127.0,90.7,44.13,144.44,False
train,apple,Image_28.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_28.jpg,70.2353515625,283,424,0.6675,3,JPEG,238.1,201.08,198.57,29.61,56.28,239.44,False
train,apple,Image_3.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_3.jpg,348.6142578125,2000,1000,2.0,3,JPEG,194.93,154.58,157.47,86.43,72.86,195.08,False
train,apple,Image_31.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_31.jpg,52.76171875,1200,1198,1.0017,3,JPEG,211.24,180.61,180.58,55.96,62.35,212.74,False
train,apple,Image_32.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_32.jpg,158.0380859375,1200,1083,1.108,3,JPEG,199.01,133.22,129.2,54.55,117.19,199.02,False
train,apple,Image_33.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_33.jpg,191.2373046875,2000,2000,1.0,3,JPEG,236.26,192.37,194.27,31.9,60.32,236.27,False
train,apple,Image_34.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_34.jpg,7554.8681640625,3968,4496,0.8826,3,JPEG,196.19,164.15,164.52,89.06,70.54,198.06,False
train,apple,Image_35.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_35.png,222.23046875,512,512,1.0,3,PNG,94.13,35.65,36.39,78.63,96.41,94.67,False
train,apple,Image_36.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_36.jpg,77.078125,1200,1600,0.75,3,JPEG,166.82,117.88,107.25,70.83,99.41,169.39,False
train,apple,Image_37.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_37.jpg,42.8251953125,1024,440,2.3273,3,JPEG,239.5,211.93,209.72,24.17,44.69,239.53,False
train,apple,Image_38.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_38.jpg,56.650390625,511,440,1.1614,3,JPEG,217.88,173.75,165.81,32.43,79.78,218.49,False
train,apple,Image_39.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_39.jpg,1755.3095703125,3456,2298,1.5039,3,JPEG,235.49,203.33,198.09,14.27,50.75,235.55,False
train,apple,Image_40.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_40.jpg,639.388671875,1200,800,1.5,3,JPEG,149.94,103.3,55.38,43.39,166.17,154.31,False
train,apple,Image_41.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_41.jpg,155.5087890625,900,900,1.0,3,JPEG,206.37,167.6,164.76,43.78,80.32,209.81,False
train,apple,Image_42.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_42.jpg,1414.755859375,3454,2669,1.2941,3,JPEG,229.31,193.6,206.95,50.5,60.87,231.28,False
train,apple,Image_43.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_43.jpg,320.0224609375,1056,1260,0.8381,3,JPEG,111.34,96.13,45.94,47.32,192.27,130.27,False
train,apple,Image_44.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_44.jpg,72.9326171875,1360,2040,0.6667,3,JPEG,137.54,99.77,65.91,41.72,150.23,142.67,False
train,apple,Image_45.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_45.jpg,94.5771484375,1024,1024,1.0,3,JPEG,109.61,74.33,20.22,31.85,216.1,111.26,False
train,apple,Image_47.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_47.jpg,103.810546875,1068,1600,0.6675,3,JPEG,55.45,44.0,46.98,101.94,108.8,64.73,False
train,apple,Image_48.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_48.jpg,174.1171875,1200,900,1.3333,3,JPEG,113.98,68.58,55.25,66.87,135.73,118.21,False
train,apple,Image_49.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_49.jpg,55.7509765625,1200,742,1.6173,3,JPEG,221.6,199.76,149.06,20.26,90.57,221.6,False
train,apple,Image_5.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_5.JPG,155.14453125,1200,1600,0.75,3,JPEG,107.98,28.89,35.11,126.43,156.6,108.37,False
train,apple,Image_50.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_50.jpg,3716.185546875,4635,3035,1.5272,3,JPEG,141.58,134.06,95.58,55.33,113.95,152.81,False
train,apple,Image_51.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_51.jpg,920.8212890625,5887,2134,2.7587,3,JPEG,100.91,102.14,54.49,40.83,151.24,115.94,False
train,apple,Image_52.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_52.jpg,271.83203125,1118,610,1.8328,3,JPEG,142.23,81.64,37.53,41.32,226.14,162.84,False
train,apple,Image_53.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_53.png,1526.037109375,1119,1587,0.7051,3,PNG,121.76,95.25,81.02,51.86,121.44,129.57,False
train,apple,Image_54.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_54.jpg,105.099609375,1200,828,1.4493,3,JPEG,113.87,116.65,83.59,52.46,115.07,125.65,False
train,apple,Image_55.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_55.jpg,838.70703125,3447,1897,1.8171,3,JPEG,188.8,180.39,164.57,44.65,51.0,191.9,False
train,apple,Image_56.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_56.jpg,10.33203125,300,296,1.0135,3,JPEG,219.87,169.9,160.64,15.66,83.22,219.94,False
train,apple,Image_57.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_57.jpg,702.9345703125,1300,866,1.5012,3,JPEG,143.52,106.12,68.97,43.54,158.08,145.66,False
train,apple,Image_58.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_58.jpg,181.5595703125,1080,1080,1.0,3,JPEG,211.21,219.76,176.61,21.17,63.97,220.48,False
train,apple,Image_59.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_59.png,696.0380859375,1340,1676,0.7995,3,PNG,96.77,147.93,31.1,31.44,149.77,147.93,False
train,apple,Image_6.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_6.jpg,710.94921875,1024,683,1.4993,3,JPEG,102.86,40.95,14.27,12.18,204.42,102.87,False
train,apple,Image_60.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_60.jpg,3777.990234375,5184,2652,1.9548,3,JPEG,116.6,119.52,65.02,35.41,134.57,128.38,False
train,apple,Image_61.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_61.jpg,117.80078125,720,1520,0.4737,3,JPEG,72.03,40.78,23.36,65.11,202.77,84.68,False
train,apple,Image_62.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_62.jpg,2038.013671875,2500,2656,0.9413,3,JPEG,202.3,220.87,178.23,17.61,66.99,221.02,False
train,apple,Image_63.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_63.jpg,63.939453125,826,465,1.7763,3,JPEG,118.03,97.02,49.29,33.47,135.34,124.2,False
train,apple,Image_64.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_64.jpg,20.8388671875,400,344,1.1628,3,JPEG,219.1,176.3,175.86,47.27,69.14,219.19,False
train,apple,Image_65.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_65.png,56.23046875,520,420,1.2381,3,PNG,91.05,34.2,25.62,12.32,85.76,91.22,False
train,apple,Image_67.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_67.jpg,35.056640625,573,382,1.5,3,JPEG,167.58,103.87,81.18,30.77,139.56,167.61,False
train,apple,Image_68.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_68.jpg,106.0556640625,400,546,0.7326,3,JPEG,92.73,61.44,72.25,99.81,189.71,131.51,False
train,apple,Image_69.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_69.jpg,2521.5224609375,4900,4965,0.9869,3,JPEG,208.96,223.55,176.39,20.04,63.51,223.6,False
train,apple,Image_7.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_7.jpg,174.7138671875,1200,1809,0.6633,3,JPEG,231.77,211.26,189.98,21.63,53.85,231.78,False
train,apple,Image_71.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_71.png,3527.2890625,2533,1423,1.78,3,PNG,198.57,206.54,108.6,24.1,140.22,207.3,False
train,apple,Image_76.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_76.png,167.8701171875,496,496,1.0,3,PNG,218.68,169.85,169.45,70.69,75.9,219.41,False
train,apple,Image_78.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_78.jpg,1491.673828125,2251,1688,1.3335,3,JPEG,58.55,107.96,29.88,51.22,206.1,108.06,False
train,apple,Image_80.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_80.jpg,138.802734375,1500,1125,1.3333,3,JPEG,103.65,83.33,87.06,106.35,86.68,105.63,False
train,apple,Image_81.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_81.png,1548.4951171875,1897,1190,1.5941,3,PNG,233.34,213.24,172.13,10.41,79.18,240.59,False
train,apple,Image_82.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_82.jpg,43.6884765625,448,375,1.1947,3,JPEG,134.73,90.94,71.5,39.48,133.94,146.89,False
train,apple,Image_83.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_83.png,48.9541015625,375,450,0.8333,3,PNG,170.99,99.18,41.47,8.45,140.6,170.99,False
train,apple,Image_86.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_86.jpg,495.7138671875,1920,1080,1.7778,3,JPEG,124.31,105.12,96.42,94.92,105.69,142.23,False
train,apple,Image_87.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_87.jpg,603.986328125,1920,1280,1.5,3,JPEG,116.69,125.85,76.69,59.12,133.54,144.57,False
train,apple,Image_9.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_9.jpg,585.9677734375,1188,810,1.4667,3,JPEG,109.31,86.78,69.04,69.82,134.73,127.37,False
train,apple,Image_90.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_90.jpg,26.9169921875,1027,718,1.4304,3,JPEG,245.49,233.66,233.88,12.29,14.85,245.51,False
train,apple,Image_92.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\apple\Image_92.png,1343.845703125,1252,1211,1.0339,3,PNG,173.82,99.98,119.38,135.82,128.73,173.82,False
train,banana,Image_1.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_1.jpg,59.869140625,1200,800,1.5,3,JPEG,247.28,235.2,203.8,111.3,49.04,247.29,False
train,banana,Image_100.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_100.jpg,147.369140625,1200,794,1.5113,3,JPEG,241.99,227.01,162.2,16.49,88.67,242.78,False
train,banana,Image_11.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_11.png,20.8310546875,200,243,0.823,3,PNG,78.37,73.98,4.3,10.79,93.28,79.14,False
train,banana,Image_13.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_13.jpg,58.7451171875,387,221,1.7511,3,JPEG,180.28,172.6,142.9,46.5,71.72,184.9,False
train,banana,Image_14.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_14.jpg,154.8173828125,770,1052,0.7319,3,JPEG,237.27,225.63,197.3,31.59,52.74,238.19,False
train,banana,Image_15.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_15.jpg,21.48828125,1280,720,1.7778,3,JPEG,178.11,175.41,159.95,25.18,23.8,178.37,False
train,banana,Image_16.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_16.jpg,82.904296875,1200,630,1.9048,3,JPEG,145.08,166.68,83.72,38.45,129.54,167.18,False
train,banana,Image_21.JPG,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_21.JPG,185.212890625,1200,900,1.3333,3,JPEG,177.75,156.69,100.61,21.45,113.13,178.29,False
train,banana,Image_23.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_23.jpg,283.177734375,1200,1600,0.75,3,JPEG,140.38,133.73,109.39,31.98,66.31,142.71,False
train,banana,Image_24.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_24.jpg,30.810546875,400,300,1.3333,3,JPEG,156.96,165.37,107.82,38.26,102.53,172.37,False
train,banana,Image_25.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_25.jpg,35.5546875,480,360,1.3333,3,JPEG,102.03,114.25,43.72,30.5,143.29,115.14,False
train,banana,Image_27.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_27.jpg,305.04296875,2000,1000,2.0,3,JPEG,132.33,118.25,99.54,53.84,63.14,133.19,False
train,banana,Image_28.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_28.jpg,21.91796875,736,1319,0.558,3,JPEG,249.08,235.72,167.47,11.05,87.05,249.14,False
train,banana,Image_3.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_3.jpg,64.9375,1200,1057,1.1353,3,JPEG,246.2,235.46,204.33,7.5,47.52,246.22,False
train,banana,Image_31.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_31.jpg,385.2216796875,1024,1296,0.7901,3,JPEG,114.57,117.22,33.81,39.75,194.37,128.47,False
train,banana,Image_32.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_32.jpg,1471.1171875,3800,2812,1.3514,3,JPEG,121.53,127.48,66.16,44.14,148.9,135.66,False
train,banana,Image_37.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_37.jpg,224.9560546875,1280,720,1.7778,3,JPEG,132.2,136.6,82.71,46.24,129.37,149.03,False
train,banana,Image_4.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_4.jpg,220.5380859375,851,478,1.7803,3,JPEG,245.0,232.41,172.28,12.48,80.12,245.08,False
train,banana,Image_40.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_40.jpg,452.326171875,1000,1000,1.0,3,JPEG,244.15,228.16,169.13,10.2,82.23,244.37,False
train,banana,Image_41.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_41.jpg,45.705078125,1024,679,1.5081,3,JPEG,242.29,224.41,166.5,11.71,86.49,242.32,False
train,banana,Image_42.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_42.jpg,77.4560546875,1000,1000,1.0,3,JPEG,246.17,228.85,160.52,10.79,91.81,246.47,False
train,banana,Image_43.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_43.png,91.189453125,512,512,1.0,3,PNG,58.14,51.39,21.97,6.55,42.39,58.16,False
train,banana,Image_44.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_44.jpg,334.1357421875,2000,1500,1.3333,3,JPEG,234.17,221.88,186.59,11.21,63.26,234.19,False
train,banana,Image_45.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_45.jpg,440.6083984375,1500,999,1.5015,3,JPEG,174.84,133.36,35.09,21.15,207.88,174.85,False
train,banana,Image_46.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_46.jpg,108.89453125,2000,1000,2.0,3,JPEG,233.44,226.36,201.96,8.02,43.89,233.45,False
train,banana,Image_47.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_47.jpg,931.791015625,4130,1968,2.0986,3,JPEG,217.2,174.93,35.15,22.7,217.56,217.21,False
train,banana,Image_48.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_48.png,904.2841796875,1388,895,1.5508,3,PNG,239.85,223.84,134.09,14.53,118.83,239.91,False
train,banana,Image_49.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_49.jpg,175.7373046875,1771,1265,1.4,3,JPEG,227.16,210.7,163.45,14.88,84.71,227.19,False
train,banana,Image_5.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_5.jpg,48.302734375,1280,720,1.7778,3,JPEG,237.54,220.08,164.14,13.14,82.6,237.58,False
train,banana,Image_50.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_50.jpg,223.9248046875,1200,1180,1.0169,3,JPEG,229.73,207.33,130.19,15.89,118.89,229.74,False
train,banana,Image_51.jpeg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_51.jpeg,48.2841796875,1024,768,1.3333,3,JPEG,245.01,226.05,142.32,16.76,111.53,245.15,False
train,banana,Image_52.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_52.jpg,50.818359375,1000,563,1.7762,3,JPEG,221.25,206.52,116.36,21.64,134.62,229.36,False
train,banana,Image_53.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_53.png,80.873046875,400,265,1.5094,3,PNG,242.18,224.28,166.44,9.37,86.64,242.18,False
train,banana,Image_54.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_54.jpg,20.0849609375,620,330,1.8788,3,JPEG,246.54,229.4,189.65,12.11,64.06,246.62,False
train,banana,Image_55.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_55.jpg,13.609375,800,533,1.5009,3,JPEG,253.11,243.97,218.81,7.02,35.59,253.15,False
train,banana,Image_56.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_56.jpg,1085.3564453125,4500,3243,1.3876,3,JPEG,157.95,128.83,50.08,43.85,177.88,159.76,False
train,banana,Image_57.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_57.jpg,37.28125,1000,738,1.355,3,JPEG,245.43,214.99,126.36,16.29,126.26,245.46,False
train,banana,Image_58.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_58.png,205.2587890625,768,576,1.3333,3,PNG,249.64,235.46,187.55,8.48,66.19,249.64,False
train,banana,Image_59.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_59.jpg,192.5126953125,704,938,0.7505,3,JPEG,103.9,96.23,45.02,40.22,146.51,109.76,False
train,banana,Image_6.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_6.jpg,67.150390625,1280,720,1.7778,3,JPEG,227.05,220.17,175.53,15.07,71.48,229.45,False
train,banana,Image_61.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_61.png,27.8515625,256,256,1.0,3,PNG,59.3,52.46,22.66,6.93,43.32,59.33,False
train,banana,Image_62.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_62.jpg,22.978515625,800,405,1.9753,3,JPEG,220.24,204.15,153.76,24.47,91.27,220.61,False
train,banana,Image_63.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_63.jpg,16.623046875,213,284,0.75,3,JPEG,228.14,211.84,165.46,24.22,81.12,228.32,False
train,banana,Image_64.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_64.jpg,142.109375,1035,630,1.6429,3,JPEG,252.51,244.38,220.62,4.37,33.77,252.52,False
train,banana,Image_65.png,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_65.png,4101.7060546875,1903,2331,0.8164,3,PNG,179.47,158.01,25.64,19.24,164.4,179.47,False
train,banana,Image_66.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_66.jpg,158.765625,768,1024,0.75,3,JPEG,184.99,110.15,43.79,13.09,194.5,184.99,False
train,banana,Image_67.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_67.jpg,259.6669921875,2679,1506,1.7789,3,JPEG,243.71,230.57,195.66,24.55,54.85,243.74,False
train,banana,Image_68.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_68.jpg,856.4375,1920,1440,1.3333,3,JPEG,141.84,153.03,54.49,33.21,179.49,156.34,False
train,banana,Image_69.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_69.jpg,29.302734375,995,615,1.6179,3,JPEG,237.54,178.0,184.12,163.75,73.78,238.59,False
train,banana,Image_71.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_71.jpg,82.54296875,1000,780,1.2821,3,JPEG,223.83,205.55,137.45,26.06,106.8,225.74,False
train,banana,Image_72.jpg,C:\Users\Computer\OneDrive\เดสก์ท็อป\imageprocessing-prj\data\train\banana\Image_72.jpg,43.0498046875,640,480,1.3333,3,JPEG,40.1,34.04,14.97,6.51,43.74,40.17,False
